type,id,amount,fdcId,nutrient_name,nutrient_unit
FoodNutrient,2219712,0.0,321358,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2219713,0.15,321358,Thiamin,mg
FoodNutrient,2219714,0.115,321358,Riboflavin,mg
FoodNutrient,2219715,36.0,321358,"Folate, total",µg
FoodNutrient,2219716,0.0,321358,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,2219717,17.2,321358,Vitamin K (phylloquinone),µg
FoodNutrient,2219740,7.35,321358,Protein,g
FoodNutrient,2219744,0.0,321358,Lactose,g
FoodNutrient,2219747,5.4,321358,"Fiber, total dietary",g
FoodNutrient,2219748,2.41,321358,"Iron, Fe",mg
FoodNutrient,2219749,71.1,321358,"Magnesium, Mg",mg
FoodNutrient,2219751,438.0,321358,"Sodium, Na",mg
FoodNutrient,2219754,1.0,321358,"Vitamin A, RAE",µg
FoodNutrient,2219782,0.948,321358,Niacin,mg
FoodNutrient,2219784,0.143,321358,Vitamin B-6,mg
FoodNutrient,2219785,0.0,321358,Vitamin K (Menaquinone-4),µg
FoodNutrient,2219786,17.1,321358,Total lipid (fat),g
FoodNutrient,2219787,14.9,321358,"Carbohydrate, by difference",g
FoodNutrient,2219793,41.0,321358,"Calcium, Ca",mg
FoodNutrient,2219794,289.0,321358,"Potassium, K",mg
FoodNutrient,2219795,1.38,321358,"Zinc, Zn",mg
FoodNutrient,2219797,1.74,321358,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2219813,0.34,321358,"Sugars, Total",g
FoodNutrient,2219814,13.9,321358,"Carbohydrate, by summation",g
FoodNutrient,2219825,16.1,321358,Total fat (NLEA),g
FoodNutrient,2219984,27.2,321360,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2219986,0.63,321360,Total lipid (fat),g
FoodNutrient,2219995,11.0,321360,"Calcium, Ca",mg
FoodNutrient,2219997,0.33,321360,"Iron, Fe",mg
FoodNutrient,2219998,11.9,321360,"Magnesium, Mg",mg
FoodNutrient,2220001,260.0,321360,"Potassium, K",mg
FoodNutrient,2220002,6.0,321360,"Sodium, Na",mg
FoodNutrient,2220003,0.2,321360,"Zinc, Zn",mg
FoodNutrient,2220004,2.1,321360,"Fiber, total dietary",g
FoodNutrient,2220015,0.98,321360,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2220023,0.0,321360,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,2220024,0.0,321360,Vitamin K (Menaquinone-4),µg
FoodNutrient,2220025,4.2,321360,Vitamin K (phylloquinone),µg
FoodNutrient,2220026,0.065,321360,Riboflavin,mg
FoodNutrient,2220027,0.075,321360,Thiamin,mg
FoodNutrient,2220028,0.06,321360,Vitamin B-6,mg
FoodNutrient,2220029,10.0,321360,"Folate, total",µg
FoodNutrient,2220030,0.805,321360,Niacin,mg
FoodNutrient,2220031,0.83,321360,Protein,g
FoodNutrient,2220032,5.51,321360,"Carbohydrate, by difference",g
FoodNutrient,33291134,,321360,Vitamin A,mg
FoodNutrient,2220527,0.0,321611,Lactose,g
FoodNutrient,2220529,0.19,321611,"Zinc, Zn",mg
FoodNutrient,2220530,36.0,321611,"Calcium, Ca",mg
FoodNutrient,2220531,0.39,321611,Total lipid (fat),g
FoodNutrient,2220532,4.11,321611,"Carbohydrate, by difference",g
FoodNutrient,2220538,282.0,321611,"Sodium, Na",mg
FoodNutrient,2220541,0.78,321611,"Iron, Fe",mg
FoodNutrient,2220543,1.04,321611,Protein,g
FoodNutrient,2220545,12.7,321611,"Magnesium, Mg",mg
FoodNutrient,2220547,97.0,321611,"Potassium, K",mg
FoodNutrient,2220549,1.29,321611,"Sugars, Total",g
FoodNutrient,2227684,28.0,323121,Total lipid (fat),g
FoodNutrient,2227685,2.89,323121,"Carbohydrate, by difference",g
FoodNutrient,2227687,15.0,323121,"Calcium, Ca",mg
FoodNutrient,2227688,343.0,323121,"Potassium, K",mg
FoodNutrient,2227689,2.06,323121,"Zinc, Zn",mg
FoodNutrient,2227693,0.51,323121,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2227694,2.25,323121,Niacin,mg
FoodNutrient,2227696,0.13,323121,Vitamin B-6,mg
FoodNutrient,2227721,0.033,323121,Thiamin,mg
FoodNutrient,2227722,0.154,323121,Riboflavin,mg
FoodNutrient,2227723,0.0,323121,"Folate, total",µg
FoodNutrient,2227724,0.97,323121,Vitamin B-12,µg
FoodNutrient,2227751,11.7,323121,Protein,g
FoodNutrient,2227753,1.14,323121,"Iron, Fe",mg
FoodNutrient,2227754,11.5,323121,"Magnesium, Mg",mg
FoodNutrient,2227756,872.0,323121,"Sodium, Na",mg
FoodNutrient,2227760,3.0,323121,"Vitamin A, RAE",µg
FoodNutrient,2227763,0.0,323121,Lactose,g
FoodNutrient,2227773,1.26,323121,"Sugars, Total",g
FoodNutrient,2227784,26.0,323121,Total fat (NLEA),g
FoodNutrient,2228445,0.0,323294,Lactose,g
FoodNutrient,2228448,0.0,323294,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2228464,273.0,323294,"Calcium, Ca",mg
FoodNutrient,2228465,684.0,323294,"Potassium, K",mg
FoodNutrient,2228466,2.8,323294,"Zinc, Zn",mg
FoodNutrient,2228468,19.0,323294,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2228469,57.8,323294,Total lipid (fat),g
FoodNutrient,2228470,16.2,323294,"Carbohydrate, by difference",g
FoodNutrient,2228475,3.1,323294,Niacin,mg
FoodNutrient,2228477,0.075,323294,Vitamin B-6,mg
FoodNutrient,2228490,3.17,323294,"Iron, Fe",mg
FoodNutrient,2228491,258.0,323294,"Magnesium, Mg",mg
FoodNutrient,2228493,20.4,323294,Protein,g
FoodNutrient,2228495,0.079,323294,Thiamin,mg
FoodNutrient,2228496,1.57,323294,Riboflavin,mg
FoodNutrient,2228497,35.0,323294,"Folate, total",µg
FoodNutrient,2228508,2.0,323294,"Vitamin A, RAE",µg
FoodNutrient,2228510,11.0,323294,"Fiber, total dietary",g
FoodNutrient,2228511,256.0,323294,"Sodium, Na",mg
FoodNutrient,2228515,0.0,323294,Vitamin K (phylloquinone),µg
FoodNutrient,2228541,0.0,323294,Vitamin K (Menaquinone-4),µg
FoodNutrient,2228542,0.0,323294,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,2228543,4.17,323294,"Sugars, Total",g
FoodNutrient,2228557,53.4,323294,Total fat (NLEA),g
FoodNutrient,2229545,241.0,323505,"Vitamin A, RAE",µg
FoodNutrient,2229548,0.0,323505,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,2229549,390.0,323505,Vitamin K (phylloquinone),µg
FoodNutrient,2229550,2.92,323505,Protein,g
FoodNutrient,2229553,0.0,323505,Lactose,g
FoodNutrient,2229557,93.4,323505,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2229558,0.113,323505,Thiamin,mg
FoodNutrient,2229559,0.347,323505,Riboflavin,mg
FoodNutrient,2229560,62.0,323505,"Folate, total",µg
FoodNutrient,2229563,4.1,323505,"Fiber, total dietary",g
FoodNutrient,2229564,1.6,323505,"Iron, Fe",mg
FoodNutrient,2229565,32.7,323505,"Magnesium, Mg",mg
FoodNutrient,2229567,53.0,323505,"Sodium, Na",mg
FoodNutrient,2229570,1.49,323505,Total lipid (fat),g
FoodNutrient,2229571,4.42,323505,"Carbohydrate, by difference",g
FoodNutrient,2229577,0.66,323505,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2229578,254.0,323505,"Calcium, Ca",mg
FoodNutrient,2229579,348.0,323505,"Potassium, K",mg
FoodNutrient,2229580,0.39,323505,"Zinc, Zn",mg
FoodNutrient,2229586,1.18,323505,Niacin,mg
FoodNutrient,2229588,0.147,323505,Vitamin B-6,mg
FoodNutrient,2229589,0.0,323505,Vitamin K (Menaquinone-4),µg
FoodNutrient,2229591,0.8,323505,"Sugars, Total",g
FoodNutrient,2229844,11.2,323604,"Magnesium, Mg",mg
FoodNutrient,2229847,117.0,323604,"Potassium, K",mg
FoodNutrient,2229848,1.2,323604,"Zinc, Zn",mg
FoodNutrient,2229849,121.0,323604,"Sodium, Na",mg
FoodNutrient,2229850,1.77,323604,"Iron, Fe",mg
FoodNutrient,2229852,12.3,323604,Protein,g
FoodNutrient,2229854,0.0,323604,Vitamin D2 (ergocalciferol),µg
FoodNutrient,2229856,55.0,323604,"Calcium, Ca",mg
FoodNutrient,2229857,10.3,323604,Total lipid (fat),g
FoodNutrient,2229858,0.91,323604,"Carbohydrate, by difference",g
FoodNutrient,2229861,2.3,323604,Vitamin D3 (cholecalciferol),µg
FoodNutrient,2229862,2.3,323604,Vitamin D (D2 + D3),µg
FoodNutrient,2229863,91.0,323604,"Vitamin D (D2 + D3), International Units",IU
FoodNutrient,2229864,420.0,323604,Cholesterol,mg
FoodNutrient,2230115,130.0,323697,"Potassium, K",mg
FoodNutrient,2230116,0.02,323697,"Zinc, Zn",mg
FoodNutrient,2230117,0.0,323697,"Vitamin D (D2 + D3), International Units",IU
FoodNutrient,2230118,144.0,323697,"Sodium, Na",mg
FoodNutrient,2230120,10.6,323697,"Magnesium, Mg",mg
FoodNutrient,2230121,0.0,323697,Vitamin D3 (cholecalciferol),µg
FoodNutrient,2230122,0.0,323697,Vitamin D (D2 + D3),µg
FoodNutrient,2230124,0.0,323697,Vitamin D2 (ergocalciferol),µg
FoodNutrient,2230125,9.0,323697,"Calcium, Ca",mg
FoodNutrient,2230126,0.16,323697,Total lipid (fat),g
FoodNutrient,2230127,0.74,323697,"Carbohydrate, by difference",g
FoodNutrient,2230130,10.1,323697,Protein,g
FoodNutrient,2230132,0.18,323697,"Iron, Fe",mg
FoodNutrient,2230133,3.0,323697,Cholesterol,mg
FoodNutrient,2230380,79.9,323793,Protein,g
FoodNutrient,2230382,0.0,323793,"Iron, Fe",mg
FoodNutrient,2230383,87.6,323793,"Magnesium, Mg",mg
FoodNutrient,2230385,1250.0,323793,"Sodium, Na",mg
FoodNutrient,2230388,17.0,323793,Cholesterol,mg
FoodNutrient,2230389,104.0,323793,"Calcium, Ca",mg
FoodNutrient,2230390,959.0,323793,"Potassium, K",mg
FoodNutrient,2230391,0.43,323793,"Zinc, Zn",mg
FoodNutrient,2230392,0.65,323793,Total lipid (fat),g
FoodNutrient,2230393,6.02,323793,"Carbohydrate, by difference",g
FoodNutrient,2230396,0.0,323793,"Vitamin D (D2 + D3), International Units",IU
FoodNutrient,2230397,0.0,323793,Vitamin D (D2 + D3),µg
FoodNutrient,2230399,0.0,323793,Vitamin D3 (cholecalciferol),µg
FoodNutrient,2230401,0.0,323793,Vitamin D2 (ergocalciferol),µg
FoodNutrient,2232163,135.0,324317,"Potassium, K",mg
FoodNutrient,2232165,0.57,324317,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2232166,14.4,324317,Total lipid (fat),g
FoodNutrient,2232167,36.3,324317,"Carbohydrate, by difference",g
FoodNutrient,2232177,1.57,324317,Niacin,mg
FoodNutrient,2232179,0.127,324317,Vitamin B-6,mg
FoodNutrient,2232206,1.6,324317,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2232207,0.196,324317,Thiamin,mg
FoodNutrient,2232208,0.116,324317,Riboflavin,mg
FoodNutrient,2232209,31.0,324317,"Folate, total",µg
FoodNutrient,2232233,20.4,324317,"Magnesium, Mg",mg
FoodNutrient,2232235,374.0,324317,"Sodium, Na",mg
FoodNutrient,2232239,2.4,324317,"Fiber, total dietary",g
FoodNutrient,2232240,1.14,324317,"Iron, Fe",mg
FoodNutrient,2232241,4.52,324317,Protein,g
FoodNutrient,2232245,0.03,324317,Lactose,g
FoodNutrient,2232246,28.0,324317,"Calcium, Ca",mg
FoodNutrient,2232247,0.59,324317,"Zinc, Zn",mg
FoodNutrient,2232257,4.5,324317,"Sugars, Total",g
FoodNutrient,2232258,34.0,324317,"Carbohydrate, by summation",g
FoodNutrient,2232271,12.6,324317,Total fat (NLEA),g
FoodNutrient,2233013,0.0,324653,Lactose,g
FoodNutrient,2233017,0.12,324653,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2233019,8.0,324653,"Folate, total",µg
FoodNutrient,2233022,808.0,324653,"Sodium, Na",mg
FoodNutrient,2233023,4.0,324653,"Vitamin A, RAE",µg
FoodNutrient,2233028,54.0,324653,"Calcium, Ca",mg
FoodNutrient,2233029,112.0,324653,"Potassium, K",mg
FoodNutrient,2233030,0.11,324653,"Zinc, Zn",mg
FoodNutrient,2233031,0.109,324653,Niacin,mg
FoodNutrient,2233033,0.034,324653,Vitamin B-6,mg
FoodNutrient,2233034,0.43,324653,Total lipid (fat),g
FoodNutrient,2233035,1.99,324653,"Carbohydrate, by difference",g
FoodNutrient,2233036,0.48,324653,Protein,g
FoodNutrient,2233039,1.0,324653,"Fiber, total dietary",g
FoodNutrient,2233040,0.23,324653,"Iron, Fe",mg
FoodNutrient,2233041,7.1,324653,"Magnesium, Mg",mg
FoodNutrient,2233043,2.1,324653,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2233046,16.8,324653,Vitamin K (phylloquinone),µg
FoodNutrient,2233047,0.047,324653,Thiamin,mg
FoodNutrient,2233048,0.057,324653,Riboflavin,mg
FoodNutrient,2233049,0.0,324653,Vitamin K (Menaquinone-4),µg
FoodNutrient,2233052,0.0,324653,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,2233061,1.28,324653,"Sugars, Total",g
FoodNutrient,2235086,0.0,325036,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,2235087,28.0,325036,Total lipid (fat),g
FoodNutrient,2235088,12.4,325036,"Carbohydrate, by difference",g
FoodNutrient,2235094,884.0,325036,"Calcium, Ca",mg
FoodNutrient,2235095,184.0,325036,"Potassium, K",mg
FoodNutrient,2235096,4.33,325036,"Zinc, Zn",mg
FoodNutrient,2235098,0.51,325036,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2235110,0.078,325036,Niacin,mg
FoodNutrient,2235112,0.081,325036,Vitamin B-6,mg
FoodNutrient,2235114,7.1,325036,Vitamin K (Menaquinone-4),µg
FoodNutrient,2235128,29.6,325036,Protein,g
FoodNutrient,2235131,0.0,325036,Lactose,g
FoodNutrient,2235134,0.45,325036,"Iron, Fe",mg
FoodNutrient,2235135,34.9,325036,"Magnesium, Mg",mg
FoodNutrient,2235137,1750.0,325036,"Sodium, Na",mg
FoodNutrient,2235141,228.0,325036,"Vitamin A, RAE",µg
FoodNutrient,2235143,87.0,325036,Cholesterol,mg
FoodNutrient,2235149,1.7,325036,Vitamin K (phylloquinone),µg
FoodNutrient,2235153,0.027,325036,Thiamin,mg
FoodNutrient,2235154,0.345,325036,Riboflavin,mg
FoodNutrient,2235155,6.0,325036,"Folate, total",µg
FoodNutrient,2235156,1.35,325036,Vitamin B-12,µg
FoodNutrient,2235181,0.07,325036,"Sugars, Total",g
FoodNutrient,2235194,24.0,325036,Total fat (NLEA),g
FoodNutrient,2235714,0.79,325198,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2235715,301.0,325198,"Vitamin D (D2 + D3), International Units",IU
FoodNutrient,2235716,0.0,325198,Vitamin D2 (ergocalciferol),µg
FoodNutrient,2235717,866.0,325198,"Calcium, Ca",mg
FoodNutrient,2235718,149.0,325198,"Potassium, K",mg
FoodNutrient,2235719,2.42,325198,"Zinc, Zn",mg
FoodNutrient,2235728,0.095,325198,Niacin,mg
FoodNutrient,2235730,0.056,325198,Vitamin B-6,mg
FoodNutrient,2235751,98.0,325198,Cholesterol,mg
FoodNutrient,2235774,18.0,325198,Protein,g
FoodNutrient,2235777,2.5,325198,Lactose,g
FoodNutrient,2235778,1.45,325198,Vitamin B-12,µg
FoodNutrient,2235779,0.015,325198,Thiamin,mg
FoodNutrient,2235780,0.247,325198,Riboflavin,mg
FoodNutrient,2235784,0.48,325198,"Iron, Fe",mg
FoodNutrient,2235785,25.1,325198,"Magnesium, Mg",mg
FoodNutrient,2235787,1660.0,325198,"Sodium, Na",mg
FoodNutrient,2235790,7.5,325198,Vitamin D3 (cholecalciferol),µg
FoodNutrient,2235791,7.5,325198,Vitamin D (D2 + D3),µg
FoodNutrient,2235793,3.2,325198,Vitamin K (phylloquinone),µg
FoodNutrient,2235797,300.0,325198,"Vitamin A, RAE",µg
FoodNutrient,2235801,10.3,325198,Vitamin K (Menaquinone-4),µg
FoodNutrient,2235803,30.6,325198,Total lipid (fat),g
FoodNutrient,2235804,5.27,325198,"Carbohydrate, by difference",g
FoodNutrient,2235816,2.63,325198,"Sugars, Total",g
FoodNutrient,2235829,27.6,325198,Total fat (NLEA),g
FoodNutrient,2236045,0.02,325287,Riboflavin,mg
FoodNutrient,2236046,12.0,325287,"Folate, total",µg
FoodNutrient,2236050,39.4,325287,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2236051,0.062,325287,Thiamin,mg
FoodNutrient,2236052,0.55,325287,Protein,g
FoodNutrient,2236055,0.0,325287,Lactose,g
FoodNutrient,2236058,0.2,325287,"Fiber, total dietary",g
FoodNutrient,2236059,0.07,325287,"Iron, Fe",mg
FoodNutrient,2236060,9.6,325287,"Magnesium, Mg",mg
FoodNutrient,2236062,1.0,325287,"Sodium, Na",mg
FoodNutrient,2236065,0.22,325287,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2236070,0.253,325287,Niacin,mg
FoodNutrient,2236072,0.0,325287,Vitamin B-6,mg
FoodNutrient,2236073,0.7,325287,Total lipid (fat),g
FoodNutrient,2236074,7.59,325287,"Carbohydrate, by difference",g
FoodNutrient,2236080,16.0,325287,"Calcium, Ca",mg
FoodNutrient,2236081,141.0,325287,"Potassium, K",mg
FoodNutrient,2236082,0.04,325287,"Zinc, Zn",mg
FoodNutrient,2236085,7.72,325287,"Sugars, Total",g
FoodNutrient,2236396,10.1,325430,"Carbohydrate, by difference",g
FoodNutrient,2236399,122.0,325430,"Potassium, K",mg
FoodNutrient,2236400,13.0,325430,"Sodium, Na",mg
FoodNutrient,2236403,4.1,325430,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2236404,0.024,325430,Thiamin,mg
FoodNutrient,2236405,0.031,325430,Riboflavin,mg
FoodNutrient,2236406,6.0,325430,"Folate, total",µg
FoodNutrient,2236407,0.0,325430,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,2236408,3.0,325430,Vitamin K (phylloquinone),µg
FoodNutrient,2236412,1.5,325430,"Fiber, total dietary",g
FoodNutrient,2236413,0.34,325430,"Iron, Fe",mg
FoodNutrient,2236414,8.0,325430,"Magnesium, Mg",mg
FoodNutrient,2236416,24.0,325430,"Vitamin A, RAE",µg
FoodNutrient,2236428,0.91,325430,Protein,g
FoodNutrient,2236432,0.0,325430,Lactose,g
FoodNutrient,2236433,0.27,325430,Total lipid (fat),g
FoodNutrient,2236438,4.0,325430,"Calcium, Ca",mg
FoodNutrient,2236440,0.806,325430,Niacin,mg
FoodNutrient,2236442,0.025,325430,Vitamin B-6,mg
FoodNutrient,2236443,0.23,325430,"Zinc, Zn",mg
FoodNutrient,2236454,0.9,325430,"Fiber, insoluble",g
FoodNutrient,2236455,0.6,325430,"Fiber, soluble",g
FoodNutrient,2236457,8.39,325430,"Sugars, Total",g
FoodNutrient,2236458,9.87,325430,"Carbohydrate, by summation",g
FoodNutrient,2236757,10.3,325524,"Fiber, total dietary",g
FoodNutrient,2236767,1.2,325524,Vitamin K (phylloquinone),µg
FoodNutrient,2236772,0.0,325524,Lactose,g
FoodNutrient,2236774,19.6,325524,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2236782,1.0,325524,"Vitamin A, RAE",µg
FoodNutrient,2236784,532.0,325524,"Sodium, Na",mg
FoodNutrient,2236787,6.96,325524,Niacin,mg
FoodNutrient,2236789,0.76,325524,Vitamin B-6,mg
FoodNutrient,2236790,56.1,325524,Total lipid (fat),g
FoodNutrient,2236791,17.1,325524,"Carbohydrate, by difference",g
FoodNutrient,2236794,78.0,325524,"Calcium, Ca",mg
FoodNutrient,2236795,689.0,325524,"Potassium, K",mg
FoodNutrient,2236796,6.0,325524,"Zinc, Zn",mg
FoodNutrient,2236799,0.507,325524,Riboflavin,mg
FoodNutrient,2236800,169.0,325524,"Folate, total",µg
FoodNutrient,2236805,0.0,325524,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2236806,0.473,325524,Thiamin,mg
FoodNutrient,2236807,5.21,325524,"Iron, Fe",mg
FoodNutrient,2236808,358.0,325524,"Magnesium, Mg",mg
FoodNutrient,2236810,21.0,325524,Protein,g
FoodNutrient,2236851,0.0,325524,Vitamin K (Menaquinone-4),µg
FoodNutrient,2236852,1.4,325524,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,2236854,3.14,325524,"Sugars, Total",g
FoodNutrient,2236855,14.9,325524,"Carbohydrate, by summation",g
FoodNutrient,2236870,52.1,325524,Total fat (NLEA),g
FoodNutrient,2238476,4.76,325871,Niacin,mg
FoodNutrient,2238478,0.092,325871,Vitamin B-6,mg
FoodNutrient,2238497,0.24,325871,Riboflavin,mg
FoodNutrient,2238516,0.507,325871,Thiamin,mg
FoodNutrient,2238518,2.3,325871,"Fiber, total dietary",g
FoodNutrient,2238519,3.59,325871,Total lipid (fat),g
FoodNutrient,2238520,49.2,325871,"Carbohydrate, by difference",g
FoodNutrient,2238525,211.0,325871,"Calcium, Ca",mg
FoodNutrient,2238526,117.0,325871,"Potassium, K",mg
FoodNutrient,2238527,0.88,325871,"Zinc, Zn",mg
FoodNutrient,2238528,9.43,325871,Protein,g
FoodNutrient,2238530,3.36,325871,"Iron, Fe",mg
FoodNutrient,2238531,26.9,325871,"Magnesium, Mg",mg
FoodNutrient,2238533,477.0,325871,"Sodium, Na",mg
FoodNutrient,2238537,0.06,325871,Lactose,g
FoodNutrient,2238550,5.34,325871,"Sugars, Total",g
FoodNutrient,2238551,44.8,325871,"Carbohydrate, by summation",g
FoodNutrient,2238564,3.45,325871,Total fat (NLEA),g
FoodNutrient,2240314,1.21,326196,Total lipid (fat),g
FoodNutrient,2240315,5.3,326196,"Carbohydrate, by difference",g
FoodNutrient,2240319,0.0,326196,Vitamin K (Menaquinone-4),µg
FoodNutrient,2240320,150.0,326196,"Calcium, Ca",mg
FoodNutrient,2240321,144.0,326196,"Potassium, K",mg
FoodNutrient,2240322,0.27,326196,"Zinc, Zn",mg
FoodNutrient,2240323,1.61,326196,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2240331,0.457,326196,Niacin,mg
FoodNutrient,2240333,0.063,326196,Vitamin B-6,mg
FoodNutrient,2240334,2.94,326196,Protein,g
FoodNutrient,2240337,0.0,326196,Lactose,g
FoodNutrient,2240340,0.84,326196,"Iron, Fe",mg
FoodNutrient,2240341,25.0,326196,"Magnesium, Mg",mg
FoodNutrient,2240343,16.0,326196,"Sodium, Na",mg
FoodNutrient,2240347,146.0,326196,"Vitamin A, RAE",µg
FoodNutrient,2240350,0.0,326196,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,2240351,418.0,326196,Vitamin K (phylloquinone),µg
FoodNutrient,2240356,17.8,326196,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2240357,0.063,326196,Thiamin,mg
FoodNutrient,2240358,0.14,326196,Riboflavin,mg
FoodNutrient,2240359,65.0,326196,"Folate, total",µg
FoodNutrient,2240361,1.12,326196,"Sugars, Total",g
FoodNutrient,2241656,0.64,326698,"Zinc, Zn",mg
FoodNutrient,2241658,0.35,326698,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2241672,0.0,326698,Lactose,g
FoodNutrient,2241680,0.0,326698,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,2241683,7.0,326698,"Folate, total",µg
FoodNutrient,2241684,4.25,326698,Protein,g
FoodNutrient,2241688,0.4,326698,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2241689,0.189,326698,Thiamin,mg
FoodNutrient,2241690,0.066,326698,Riboflavin,mg
FoodNutrient,2241691,4.0,326698,"Vitamin A, RAE",µg
FoodNutrient,2241696,4.3,326698,"Fiber, total dietary",g
FoodNutrient,2241697,1.59,326698,"Iron, Fe",mg
FoodNutrient,2241698,47.7,326698,"Magnesium, Mg",mg
FoodNutrient,2241700,1100.0,326698,"Sodium, Na",mg
FoodNutrient,2241709,1.5,326698,Vitamin K (phylloquinone),µg
FoodNutrient,2241719,3.38,326698,Total lipid (fat),g
FoodNutrient,2241720,5.3,326698,"Carbohydrate, by difference",g
FoodNutrient,2241725,63.0,326698,"Calcium, Ca",mg
FoodNutrient,2241726,150.0,326698,"Potassium, K",mg
FoodNutrient,2241728,0.0,326698,Vitamin K (Menaquinone-4),µg
FoodNutrient,2241729,0.561,326698,Niacin,mg
FoodNutrient,2241731,0.069,326698,Vitamin B-6,mg
FoodNutrient,2241751,1.42,326698,"Sugars, Total",g
FoodNutrient,2241752,6.39,326698,"Carbohydrate, by summation",g
FoodNutrient,2241765,3.76,326698,Total fat (NLEA),g
FoodNutrient,2242664,0.44,327046,Total lipid (fat),g
FoodNutrient,2242667,35.0,327046,"Calcium, Ca",mg
FoodNutrient,2242669,0.24,327046,"Iron, Fe",mg
FoodNutrient,2242670,15.7,327046,"Magnesium, Mg",mg
FoodNutrient,2242673,198.0,327046,"Potassium, K",mg
FoodNutrient,2242674,5.0,327046,"Sodium, Na",mg
FoodNutrient,2242675,0.14,327046,"Zinc, Zn",mg
FoodNutrient,2242679,0.02,327046,Lactose,g
FoodNutrient,2242682,2.3,327046,"Fiber, insoluble",g
FoodNutrient,2242683,0.7,327046,"Fiber, soluble",g
FoodNutrient,2242684,74.7,327046,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2242685,40.3,327046,Vitamin K (phylloquinone),µg
FoodNutrient,2242686,0.0,327046,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,2242693,3.0,327046,"Fiber, total dietary",g
FoodNutrient,2242694,0.027,327046,Thiamin,mg
FoodNutrient,2242695,0.025,327046,Riboflavin,mg
FoodNutrient,2242696,0.37,327046,Niacin,mg
FoodNutrient,2242698,0.061,327046,Vitamin B-6,mg
FoodNutrient,2242699,26.0,327046,"Folate, total",µg
FoodNutrient,2242700,1.3,327046,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2242727,8.99,327046,"Sugars, Total",g
FoodNutrient,2242728,1.06,327046,Protein,g
FoodNutrient,2242729,12.0,327046,"Carbohydrate, by summation",g
FoodNutrient,2242730,14.0,327046,"Carbohydrate, by difference",g
FoodNutrient,2242731,4.0,327046,"Vitamin A, RAE",µg
FoodNutrient,2243520,131.0,327357,"Potassium, K",mg
FoodNutrient,2243521,13.0,327357,"Sodium, Na",mg
FoodNutrient,2243534,2.9,327357,"Vitamin C, total ascorbic acid",mg
FoodNutrient,2243545,9.18,327357,"Carbohydrate, by difference",g
FoodNutrient,2243547,0.28,327357,Total lipid (fat),g
FoodNutrient,2243552,2.0,327357,"Calcium, Ca",mg
FoodNutrient,2243556,1.12,327357,Niacin,mg
FoodNutrient,2243558,0.025,327357,Vitamin B-6,mg
FoodNutrient,2243559,0.21,327357,"Zinc, Zn",mg
FoodNutrient,2243561,0.61,327357,Vitamin E (alpha-tocopherol),mg
FoodNutrient,2243574,21.0,327357,"Vitamin A, RAE",µg
FoodNutrient,2243578,1.5,327357,"Fiber, total dietary",g
FoodNutrient,2243579,0.3,327357,"Iron, Fe",mg
FoodNutrient,2243580,8.8,327357,"Magnesium, Mg",mg
FoodNutrient,2243584,1.06,327357,Protein,g
FoodNutrient,2243588,0.0,327357,Lactose,g
FoodNutrient,2243589,0.0,327357,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,2243590,2.0,327357,Vitamin K (phylloquinone),µg
FoodNutrient,2243599,0.034,327357,Thiamin,mg
FoodNutrient,2243600,0.027,327357,Riboflavin,mg
FoodNutrient,2243601,6.0,327357,"Folate, total",µg
