type,id,amount,fdcId,nutrient_name,nutrient_unit
FoodNutrient,13337388,0.056,1105314,Thiamin,mg
FoodNutrient,13337389,0.0,1105314,Riboflavin,mg
FoodNutrient,13337390,14.0,1105314,"Folate, total",µg
FoodNutrient,13337393,1.7,1105314,"Fiber, total dietary",g
FoodNutrient,13337394,0.0,1105314,"Iron, Fe",mg
FoodNutrient,13337395,28.0,1105314,"Magnesium, Mg",mg
FoodNutrient,13337397,0.0,1105314,"Sodium, Na",mg
FoodNutrient,13337400,0.74,1105314,Protein,g
FoodNutrient,13337402,5.0,1105314,"Calcium, Ca",mg
FoodNutrient,13337403,326.0,1105314,"Potassium, K",mg
FoodNutrient,13337404,0.16,1105314,"Zinc, Zn",mg
FoodNutrient,13337406,0.29,1105314,Total lipid (fat),g
FoodNutrient,13337407,0.662,1105314,Niacin,mg
FoodNutrient,13337408,0.209,1105314,Vitamin B-6,mg
FoodNutrient,13337411,0.0,1105314,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,13337412,0.1,1105314,Vitamin K (phylloquinone),µg
FoodNutrient,13337424,0.0,1105314,Vitamin K (Menaquinone-4),µg
FoodNutrient,13337427,0.0,1105314,Lactose,g
FoodNutrient,13337432,15.8,1105314,"Sugars, Total",g
FoodNutrient,13337433,21.2,1105314,"Carbohydrate, by summation",g
FoodNutrient,21115253,0.0,1750339,"Iron, Fe",mg
FoodNutrient,21115254,4.7,1750339,"Magnesium, Mg",mg
FoodNutrient,21115256,95.3,1750339,"Potassium, K",mg
FoodNutrient,21115257,0.0,1750339,"Sodium, Na",mg
FoodNutrient,21115258,0.02,1750339,"Zinc, Zn",mg
FoodNutrient,21115260,0.009,1750339,Thiamin,mg
FoodNutrient,21115262,0.066,1750339,Riboflavin,mg
FoodNutrient,21115263,0.09,1750339,Niacin,mg
FoodNutrient,21115264,12.2,1750339,"Sugars, total including NLEA",g
FoodNutrient,21115265,0.021,1750339,Vitamin B-6,mg
FoodNutrient,21115266,0.0,1750339,"Folate, total",µg
FoodNutrient,21115269,0.212,1750339,Total lipid (fat),g
FoodNutrient,21115274,0.0,1750339,Lactose,g
FoodNutrient,21115276,2.04,1750339,"Fiber, total dietary",g
FoodNutrient,21115277,4.66,1750339,"Calcium, Ca",mg
FoodNutrient,21115516,0.188,1750339,Protein,g
FoodNutrient,21115517,14.8,1750339,"Carbohydrate, by difference",g
FoodNutrient,21115675,14.3,1750339,"Carbohydrate, by summation",g
FoodNutrient,21115676,12.2,1750339,"Sugars, Total",g
FoodNutrient,21115458,0.015,1750340,"Iron, Fe",mg
FoodNutrient,21115459,4.67,1750340,"Magnesium, Mg",mg
FoodNutrient,21115461,104.0,1750340,"Potassium, K",mg
FoodNutrient,21115462,1.01,1750340,"Sodium, Na",mg
FoodNutrient,21115463,0.017,1750340,"Zinc, Zn",mg
FoodNutrient,21115466,0.006,1750340,Thiamin,mg
FoodNutrient,21115467,0.068,1750340,Riboflavin,mg
FoodNutrient,21115468,0.091,1750340,Niacin,mg
FoodNutrient,21115469,13.3,1750340,"Sugars, total including NLEA",g
FoodNutrient,21115470,0.035,1750340,Vitamin B-6,mg
FoodNutrient,21115471,0.0,1750340,"Folate, total",µg
FoodNutrient,21115474,0.162,1750340,Total lipid (fat),g
FoodNutrient,21115479,0.0,1750340,Lactose,g
FoodNutrient,21115481,2.08,1750340,"Fiber, total dietary",g
FoodNutrient,21115482,5.98,1750340,"Calcium, Ca",mg
FoodNutrient,21115520,0.148,1750340,Protein,g
FoodNutrient,21115521,15.7,1750340,"Carbohydrate, by difference",g
FoodNutrient,21115678,15.4,1750340,"Carbohydrate, by summation",g
FoodNutrient,21115679,13.3,1750340,"Sugars, Total",g
FoodNutrient,21115483,0.06,1750341,"Iron, Fe",mg
FoodNutrient,21115484,4.95,1750341,"Magnesium, Mg",mg
FoodNutrient,21115486,106.0,1750341,"Potassium, K",mg
FoodNutrient,21115487,0.279,1750341,"Sodium, Na",mg
FoodNutrient,21115488,0.024,1750341,"Zinc, Zn",mg
FoodNutrient,21115490,0.011,1750341,Thiamin,mg
FoodNutrient,21115492,0.069,1750341,Riboflavin,mg
FoodNutrient,21115493,0.089,1750341,Niacin,mg
FoodNutrient,21115494,11.8,1750341,"Sugars, total including NLEA",g
FoodNutrient,21115495,0.032,1750341,Vitamin B-6,mg
FoodNutrient,21115496,0.812,1750341,"Folate, total",µg
FoodNutrient,21115499,0.15,1750341,Total lipid (fat),g
FoodNutrient,21115504,0.0,1750341,Lactose,g
FoodNutrient,21115506,2.11,1750341,"Fiber, total dietary",g
FoodNutrient,21115507,6.64,1750341,"Calcium, Ca",mg
FoodNutrient,21115524,0.133,1750341,Protein,g
FoodNutrient,21115525,14.8,1750341,"Carbohydrate, by difference",g
FoodNutrient,21115681,13.9,1750341,"Carbohydrate, by summation",g
FoodNutrient,21115682,11.8,1750341,"Sugars, Total",g
FoodNutrient,21115408,0.07,1750342,"Iron, Fe",mg
FoodNutrient,21115409,5.06,1750342,"Magnesium, Mg",mg
FoodNutrient,21115411,116.0,1750342,"Potassium, K",mg
FoodNutrient,21115412,0.0,1750342,"Sodium, Na",mg
FoodNutrient,21115413,0.023,1750342,"Zinc, Zn",mg
FoodNutrient,21115416,0.017,1750342,Thiamin,mg
FoodNutrient,21115417,0.075,1750342,Riboflavin,mg
FoodNutrient,21115418,0.11,1750342,Niacin,mg
FoodNutrient,21115419,10.6,1750342,"Sugars, total including NLEA",g
FoodNutrient,21115420,0.028,1750342,Vitamin B-6,mg
FoodNutrient,21115421,0.0,1750342,"Folate, total",µg
FoodNutrient,21115424,0.138,1750342,Total lipid (fat),g
FoodNutrient,21115429,0.0,1750342,Lactose,g
FoodNutrient,21115431,2.51,1750342,"Fiber, total dietary",g
FoodNutrient,21115432,5.48,1750342,"Calcium, Ca",mg
FoodNutrient,21115528,0.266,1750342,Protein,g
FoodNutrient,21115529,14.1,1750342,"Carbohydrate, by difference",g
FoodNutrient,21115684,13.2,1750342,"Carbohydrate, by summation",g
FoodNutrient,21115685,10.7,1750342,"Sugars, Total",g
FoodNutrient,21115433,0.0,1750343,"Iron, Fe",mg
FoodNutrient,21115434,4.15,1750343,"Magnesium, Mg",mg
FoodNutrient,21115436,98.0,1750343,"Potassium, K",mg
FoodNutrient,21115437,0.138,1750343,"Sodium, Na",mg
FoodNutrient,21115438,0.018,1750343,"Zinc, Zn",mg
FoodNutrient,21115441,0.009,1750343,Thiamin,mg
FoodNutrient,21115442,0.074,1750343,Riboflavin,mg
FoodNutrient,21115443,0.074,1750343,Niacin,mg
FoodNutrient,21115444,12.4,1750343,"Sugars, total including NLEA",g
FoodNutrient,21115445,0.033,1750343,Vitamin B-6,mg
FoodNutrient,21115446,0.0,1750343,"Folate, total",µg
FoodNutrient,21115449,0.1,1750343,Total lipid (fat),g
FoodNutrient,21115454,0.0,1750343,Lactose,g
FoodNutrient,21115456,1.72,1750343,"Fiber, total dietary",g
FoodNutrient,21115457,3.87,1750343,"Calcium, Ca",mg
FoodNutrient,21115532,0.102,1750343,Protein,g
FoodNutrient,21115533,14.7,1750343,"Carbohydrate, by difference",g
FoodNutrient,21115687,14.1,1750343,"Carbohydrate, by summation",g
FoodNutrient,21115688,12.4,1750343,"Sugars, Total",g
FoodNutrient,21115024,0.0,1750348,Vitamin K (Menaquinone-4),µg
FoodNutrient,21115026,0.0,1750348,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,21115040,15.2,1750348,Vitamin E (alpha-tocopherol),mg
FoodNutrient,21115596,93.4,1750348,Total fat (NLEA),g
FoodNutrient,28913789,4.26,1750348,Vitamin K (phylloquinone),µg
FoodNutrient,21115102,0.0,1750349,Vitamin K (Menaquinone-4),µg
FoodNutrient,21115105,0.0,1750349,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,21115119,68.5,1750349,Vitamin E (alpha-tocopherol),mg
FoodNutrient,21115582,93.2,1750349,Total fat (NLEA),g
FoodNutrient,28913790,6.92,1750349,Vitamin K (phylloquinone),µg
FoodNutrient,21114871,0.0,1750350,Vitamin K (Menaquinone-4),µg
FoodNutrient,21114872,0.0,1750350,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,21114887,46.0,1750350,Vitamin E (alpha-tocopherol),mg
FoodNutrient,21115610,93.2,1750350,Total fat (NLEA),g
FoodNutrient,28913785,5.34,1750350,Vitamin K (phylloquinone),µg
FoodNutrient,21114948,0.0,1750351,Vitamin K (Menaquinone-4),µg
FoodNutrient,21114950,0.0,1750351,Vitamin K (Dihydrophylloquinone),µg
FoodNutrient,21114964,20.9,1750351,Vitamin E (alpha-tocopherol),mg
FoodNutrient,21115624,92.9,1750351,Total fat (NLEA),g
FoodNutrient,28913788,26.0,1750351,Vitamin K (phylloquinone),µg
FoodNutrient,24469967,0.688,1999626,"Iron, Fe",mg
FoodNutrient,24469968,11.7,1999626,"Magnesium, Mg",mg
FoodNutrient,24469970,443.0,1999626,"Potassium, K",mg
FoodNutrient,24469973,0.336,1999626,"Sodium, Na",mg
FoodNutrient,24469976,0.745,1999626,"Zinc, Zn",mg
FoodNutrient,24469980,0.0,1999626,Vitamin D4,µg
FoodNutrient,24469982,0.146,1999626,Thiamin,mg
FoodNutrient,24469987,0.363,1999626,Riboflavin,mg
FoodNutrient,24469988,1.63,1999626,Niacin,mg
FoodNutrient,24469991,0.066,1999626,Vitamin B-6,mg
FoodNutrient,24469992,0.021,1999626,Vitamin D2 (ergocalciferol),µg
FoodNutrient,24469994,29.6,1999626,"Folate, total",µg
FoodNutrient,24469997,0.256,1999626,Total lipid (fat),g
FoodNutrient,24469999,0.0,1999626,"Calcium, Ca",mg
FoodNutrient,24474109,2.5,1999626,Protein,g
FoodNutrient,24474110,7.59,1999626,"Carbohydrate, by difference",g
FoodNutrient,24474111,0.021,1999626,Vitamin D (D2 + D3),µg
FoodNutrient,24474114,0.848,1999626,"Vitamin D (D2 + D3), International Units",IU
FoodNutrient,28913783,4.38,1999626,"Fiber, total dietary",g
FoodNutrient,24470000,0.698,1999627,"Iron, Fe",mg
FoodNutrient,24470001,13.9,1999627,"Magnesium, Mg",mg
FoodNutrient,24470003,282.0,1999627,"Potassium, K",mg
FoodNutrient,24470006,1.13,1999627,"Sodium, Na",mg
FoodNutrient,24470009,0.684,1999627,"Zinc, Zn",mg
FoodNutrient,24470013,0.0,1999627,Vitamin D4,µg
FoodNutrient,24470016,0.07,1999627,Thiamin,mg
FoodNutrient,24470020,0.244,1999627,Riboflavin,mg
FoodNutrient,24470022,5.75,1999627,Niacin,mg
FoodNutrient,24470024,0.099,1999627,Vitamin B-6,mg
FoodNutrient,24470025,0.041,1999627,Vitamin D2 (ergocalciferol),µg
FoodNutrient,24470027,63.1,1999627,"Folate, total",µg
FoodNutrient,24470030,0.188,1999627,Total lipid (fat),g
FoodNutrient,24470032,0.0,1999627,"Calcium, Ca",mg
FoodNutrient,24474116,2.9,1999627,Protein,g
FoodNutrient,24474117,6.94,1999627,"Carbohydrate, by difference",g
FoodNutrient,24474118,0.041,1999627,Vitamin D (D2 + D3),µg
FoodNutrient,24474121,1.62,1999627,"Vitamin D (D2 + D3), International Units",IU
FoodNutrient,28913786,2.85,1999627,"Fiber, total dietary",g
FoodNutrient,24469901,0.144,1999628,"Iron, Fe",mg
FoodNutrient,24469902,14.1,1999628,"Magnesium, Mg",mg
FoodNutrient,24469904,243.0,1999628,"Potassium, K",mg
FoodNutrient,24469907,0.936,1999628,"Sodium, Na",mg
FoodNutrient,24469910,0.764,1999628,"Zinc, Zn",mg
FoodNutrient,24469914,0.0,1999628,Vitamin D4,µg
FoodNutrient,24469916,0.001,1999628,Thiamin,mg
FoodNutrient,24469921,0.216,1999628,Riboflavin,mg
FoodNutrient,24469922,2.74,1999628,Niacin,mg
FoodNutrient,24469925,0.159,1999628,Vitamin B-6,mg
FoodNutrient,24469926,0.056,1999628,Vitamin D2 (ergocalciferol),µg
FoodNutrient,24469928,32.1,1999628,"Folate, total",µg
FoodNutrient,24469931,0.195,1999628,Total lipid (fat),g
FoodNutrient,24469933,0.766,1999628,"Calcium, Ca",mg
FoodNutrient,24474123,2.41,1999628,Protein,g
FoodNutrient,24474124,8.17,1999628,"Carbohydrate, by difference",g
FoodNutrient,24474125,0.056,1999628,Vitamin D (D2 + D3),µg
FoodNutrient,24474128,2.25,1999628,"Vitamin D (D2 + D3), International Units",IU
FoodNutrient,28913779,4.17,1999628,"Fiber, total dietary",g
FoodNutrient,24469934,0.227,1999629,"Iron, Fe",mg
FoodNutrient,24469935,10.2,1999629,"Magnesium, Mg",mg
FoodNutrient,24469937,373.0,1999629,"Potassium, K",mg
FoodNutrient,24469940,6.44,1999629,"Sodium, Na",mg
FoodNutrient,24469943,0.511,1999629,"Zinc, Zn",mg
FoodNutrient,24469947,0.0,1999629,Vitamin D4,µg
FoodNutrient,24469950,0.065,1999629,Thiamin,mg
FoodNutrient,24469954,0.444,1999629,Riboflavin,mg
FoodNutrient,24469955,3.88,1999629,Niacin,mg
FoodNutrient,24469958,0.077,1999629,Vitamin B-6,mg
FoodNutrient,24469959,0.022,1999629,Vitamin D2 (ergocalciferol),µg
FoodNutrient,24469961,34.8,1999629,"Folate, total",µg
FoodNutrient,24469964,0.371,1999629,Total lipid (fat),g
FoodNutrient,24469966,5.46,1999629,"Calcium, Ca",mg
FoodNutrient,24474130,2.89,1999629,Protein,g
FoodNutrient,24474131,4.08,1999629,"Carbohydrate, by difference",g
FoodNutrient,24474132,0.022,1999629,Vitamin D (D2 + D3),µg
FoodNutrient,24474135,0.868,1999629,"Vitamin D (D2 + D3), International Units",IU
FoodNutrient,28913781,1.72,1999629,"Fiber, total dietary",g
FoodNutrient,24469696,0.0,1999630,"Fiber, total dietary",g
FoodNutrient,24469700,101.0,1999630,"Calcium, Ca",mg
FoodNutrient,24469701,0.542,1999630,"Iron, Fe",mg
FoodNutrient,24469702,21.5,1999630,"Magnesium, Mg",mg
FoodNutrient,24469704,158.0,1999630,"Potassium, K",mg
FoodNutrient,24469705,34.3,1999630,"Sodium, Na",mg
FoodNutrient,24469706,0.312,1999630,"Zinc, Zn",mg
FoodNutrient,24469714,0.156,1999630,Vitamin E (alpha-tocopherol),mg
FoodNutrient,24469715,0.681,1999630,Vitamin D2 (ergocalciferol),µg
FoodNutrient,24469716,0.0,1999630,Vitamin D3 (cholecalciferol),µg
FoodNutrient,24469735,0.063,1999630,Thiamin,mg
FoodNutrient,24469736,0.084,1999630,Riboflavin,mg
FoodNutrient,24469737,0.236,1999630,Niacin,mg
FoodNutrient,24469738,0.055,1999630,Vitamin B-6,mg
FoodNutrient,24469740,19.7,1999630,"Folate, total",µg
FoodNutrient,24469741,0.393,1999630,Vitamin B-12,µg
FoodNutrient,24469778,2.12,1999630,Total lipid (fat),g
FoodNutrient,24469794,0.0,1999630,Lactose,g
FoodNutrient,24474137,3.55,1999630,Protein,g
FoodNutrient,24474138,1.29,1999630,"Carbohydrate, by difference",g
FoodNutrient,24474139,58.2,1999630,"Vitamin A, RAE",µg
FoodNutrient,24474140,0.681,1999630,Vitamin D (D2 + D3),µg
FoodNutrient,24474143,27.2,1999630,"Vitamin D (D2 + D3), International Units",IU
FoodNutrient,24474145,0.557,1999630,"Sugars, Total",g
FoodNutrient,24474146,1.88,1999630,Total fat (NLEA),g
FoodNutrient,24469827,0.0,1999631,"Fiber, total dietary",g
FoodNutrient,24469829,173.0,1999631,"Calcium, Ca",mg
FoodNutrient,24469830,0.29,1999631,"Iron, Fe",mg
FoodNutrient,24469831,6.78,1999631,"Magnesium, Mg",mg
FoodNutrient,24469833,30.8,1999631,"Potassium, K",mg
FoodNutrient,24469834,59.6,1999631,"Sodium, Na",mg
FoodNutrient,24469835,0.172,1999631,"Zinc, Zn",mg
FoodNutrient,24469842,3.32,1999631,Vitamin E (alpha-tocopherol),mg
FoodNutrient,24469843,0.927,1999631,Vitamin D2 (ergocalciferol),µg
FoodNutrient,24469844,0.0,1999631,Vitamin D3 (cholecalciferol),µg
FoodNutrient,24469857,0.0,1999631,Thiamin,mg
FoodNutrient,24469858,0.033,1999631,Riboflavin,mg
FoodNutrient,24469859,0.074,1999631,Niacin,mg
FoodNutrient,24469860,0.0,1999631,Vitamin B-6,mg
FoodNutrient,24469862,0.0,1999631,"Folate, total",µg
FoodNutrient,24469863,0.338,1999631,Vitamin B-12,µg
FoodNutrient,24469881,1.22,1999631,Total lipid (fat),g
FoodNutrient,24469894,0.0,1999631,Lactose,g
FoodNutrient,24474164,0.555,1999631,Protein,g
FoodNutrient,24474165,0.337,1999631,"Carbohydrate, by difference",g
FoodNutrient,24474166,41.4,1999631,"Vitamin A, RAE",µg
FoodNutrient,24474167,0.927,1999631,Vitamin D (D2 + D3),µg
FoodNutrient,24474170,37.1,1999631,"Vitamin D (D2 + D3), International Units",IU
FoodNutrient,24474172,0.0,1999631,"Sugars, Total",g
FoodNutrient,24474173,1.11,1999631,Total fat (NLEA),g
FoodNutrient,24470064,1.26,1999632,"Iron, Fe",mg
FoodNutrient,24470065,92.9,1999632,"Magnesium, Mg",mg
FoodNutrient,24470067,582.0,1999632,"Potassium, K",mg
FoodNutrient,24470068,111.0,1999632,"Sodium, Na",mg
FoodNutrient,24470069,0.447,1999632,"Zinc, Zn",mg
FoodNutrient,24470072,26.5,1999632,"Vitamin C, total ascorbic acid",mg
FoodNutrient,24470074,0.077,1999632,Thiamin,mg
FoodNutrient,24470076,0.194,1999632,Riboflavin,mg
FoodNutrient,24470078,0.551,1999632,Niacin,mg
FoodNutrient,24470081,0.195,1999632,Vitamin B-6,mg
FoodNutrient,24470083,116.0,1999632,"Folate, total",µg
FoodNutrient,24470091,0.619,1999632,Total lipid (fat),g
FoodNutrient,24470094,1.56,1999632,"Fiber, total dietary",g
FoodNutrient,24470095,68.4,1999632,"Calcium, Ca",mg
FoodNutrient,24474188,2.85,1999632,Protein,g
FoodNutrient,24474189,2.41,1999632,"Carbohydrate, by difference",g
FoodNutrient,24474190,283.0,1999632,"Vitamin A, RAE",µg
FoodNutrient,26845143,1.56,1999632,"Carbohydrate, by summation",g
FoodNutrient,24470096,1.05,1999633,"Iron, Fe",mg
FoodNutrient,24470097,93.0,1999633,"Magnesium, Mg",mg
FoodNutrient,24470099,460.0,1999633,"Potassium, K",mg
FoodNutrient,24470100,107.0,1999633,"Sodium, Na",mg
FoodNutrient,24470101,0.423,1999633,"Zinc, Zn",mg
FoodNutrient,24470103,30.3,1999633,"Vitamin C, total ascorbic acid",mg
FoodNutrient,24470107,0.076,1999633,Thiamin,mg
FoodNutrient,24470108,0.192,1999633,Riboflavin,mg
FoodNutrient,24470110,0.51,1999633,Niacin,mg
FoodNutrient,24470113,0.214,1999633,Vitamin B-6,mg
FoodNutrient,24470115,113.0,1999633,"Folate, total",µg
FoodNutrient,24470123,0.604,1999633,Total lipid (fat),g
FoodNutrient,24470126,1.59,1999633,"Fiber, total dietary",g
FoodNutrient,24470127,66.6,1999633,"Calcium, Ca",mg
FoodNutrient,24474196,2.91,1999633,Protein,g
FoodNutrient,24474197,2.64,1999633,"Carbohydrate, by difference",g
FoodNutrient,24474198,306.0,1999633,"Vitamin A, RAE",µg
FoodNutrient,24470033,0.103,1999634,"Iron, Fe",mg
FoodNutrient,24470034,8.09,1999634,"Magnesium, Mg",mg
FoodNutrient,24470036,193.0,1999634,"Potassium, K",mg
FoodNutrient,24470037,0.0,1999634,"Sodium, Na",mg
FoodNutrient,24470038,0.082,1999634,"Zinc, Zn",mg
FoodNutrient,24470041,17.8,1999634,"Vitamin C, total ascorbic acid",mg
FoodNutrient,24470043,0.056,1999634,Thiamin,mg
FoodNutrient,24470044,0.0,1999634,Riboflavin,mg
FoodNutrient,24470046,0.533,1999634,Niacin,mg
FoodNutrient,24470049,0.079,1999634,Vitamin B-6,mg
FoodNutrient,24470051,9.99,1999634,"Folate, total",µg
FoodNutrient,24470059,0.425,1999634,Total lipid (fat),g
FoodNutrient,24470062,0.971,1999634,"Fiber, total dietary",g
FoodNutrient,24470063,9.96,1999634,"Calcium, Ca",mg
FoodNutrient,24474204,0.696,1999634,Protein,g
FoodNutrient,24474205,3.84,1999634,"Carbohydrate, by difference",g
FoodNutrient,24474206,23.9,1999634,"Vitamin A, RAE",µg
FoodNutrient,24474067,0.986,2003586,"Iron, Fe",mg
FoodNutrient,24474068,25.8,2003586,"Magnesium, Mg",mg
FoodNutrient,24474070,136.0,2003586,"Potassium, K",mg
FoodNutrient,24474071,0.0,2003586,"Sodium, Na",mg
FoodNutrient,24474072,0.791,2003586,"Zinc, Zn",mg
FoodNutrient,24474075,1.52,2003586,Total lipid (fat),g
FoodNutrient,24474077,0.125,2003586,Thiamin,mg
FoodNutrient,24474079,0.091,2003586,Riboflavin,mg
FoodNutrient,24474081,1.36,2003586,Niacin,mg
FoodNutrient,24474083,2.66,2003586,"Fiber, total dietary",g
FoodNutrient,24474084,0.055,2003586,Vitamin B-6,mg
FoodNutrient,24474085,13.5,2003586,"Folate, total",µg
FoodNutrient,24474087,18.7,2003586,"Calcium, Ca",mg
FoodNutrient,24474212,11.4,2003586,Protein,g
FoodNutrient,24474213,74.4,2003586,"Carbohydrate, by difference",g
FoodNutrient,24474088,3.77,2003587,"Iron, Fe",mg
FoodNutrient,24474089,124.0,2003587,"Magnesium, Mg",mg
FoodNutrient,24474091,350.0,2003587,"Potassium, K",mg
FoodNutrient,24474092,0.0,2003587,"Sodium, Na",mg
FoodNutrient,24474093,3.59,2003587,"Zinc, Zn",mg
FoodNutrient,24474096,2.54,2003587,Total lipid (fat),g
FoodNutrient,24474098,0.298,2003587,Thiamin,mg
FoodNutrient,24474100,0.143,2003587,Riboflavin,mg
FoodNutrient,24474102,5.47,2003587,Niacin,mg
FoodNutrient,24474104,9.34,2003587,"Fiber, total dietary",g
FoodNutrient,24474105,0.236,2003587,Vitamin B-6,mg
FoodNutrient,24474106,38.4,2003587,"Folate, total",µg
FoodNutrient,24474108,30.0,2003587,"Calcium, Ca",mg
FoodNutrient,24474218,14.5,2003587,Protein,g
FoodNutrient,24474219,70.7,2003587,"Carbohydrate, by difference",g
FoodNutrient,24474025,1.55,2003588,"Iron, Fe",mg
FoodNutrient,24474026,35.2,2003588,"Magnesium, Mg",mg
FoodNutrient,24474028,174.0,2003588,"Potassium, K",mg
FoodNutrient,24474029,0.0,2003588,"Sodium, Na",mg
FoodNutrient,24474030,0.947,2003588,"Zinc, Zn",mg
FoodNutrient,24474033,1.6,2003588,Total lipid (fat),g
FoodNutrient,24474035,0.405,2003588,Thiamin,mg
FoodNutrient,24474037,0.247,2003588,Riboflavin,mg
FoodNutrient,24474039,3.63,2003588,Niacin,mg
FoodNutrient,24474041,3.22,2003588,"Fiber, total dietary",g
FoodNutrient,24474042,0.083,2003588,Vitamin B-6,mg
FoodNutrient,24474043,168.0,2003588,"Folate, total",µg
FoodNutrient,24474045,17.2,2003588,"Calcium, Ca",mg
FoodNutrient,24474224,11.7,2003588,Protein,g
FoodNutrient,24474225,73.8,2003588,"Carbohydrate, by difference",g
FoodNutrient,24474046,2.43,2003589,"Iron, Fe",mg
FoodNutrient,24474047,46.3,2003589,"Magnesium, Mg",mg
FoodNutrient,24474049,208.0,2003589,"Potassium, K",mg
FoodNutrient,24474050,0.426,2003589,"Sodium, Na",mg
FoodNutrient,24474051,1.24,2003589,"Zinc, Zn",mg
FoodNutrient,24474054,1.84,2003589,Total lipid (fat),g
FoodNutrient,24474056,0.695,2003589,Thiamin,mg
FoodNutrient,24474058,0.34,2003589,Riboflavin,mg
FoodNutrient,24474060,5.6,2003589,Niacin,mg
FoodNutrient,24474062,3.68,2003589,"Fiber, total dietary",g
FoodNutrient,24474063,0.108,2003589,Vitamin B-6,mg
FoodNutrient,24474064,164.0,2003589,"Folate, total",µg
FoodNutrient,24474066,19.8,2003589,"Calcium, Ca",mg
FoodNutrient,24474230,13.3,2003589,Protein,g
FoodNutrient,24474231,72.0,2003589,"Carbohydrate, by difference",g
FoodNutrient,24473969,0.04,2003590,"Iron, Fe",mg
FoodNutrient,24473970,4.86,2003590,"Magnesium, Mg",mg
FoodNutrient,24473972,95.9,2003590,"Potassium, K",mg
FoodNutrient,24473973,4.87,2003590,"Sodium, Na",mg
FoodNutrient,24473974,0.002,2003590,"Zinc, Zn",mg
FoodNutrient,24473977,51.2,2003590,"Vitamin C, total ascorbic acid",mg
FoodNutrient,24473979,0.0,2003590,Thiamin,mg
FoodNutrient,24473981,0.01,2003590,Niacin,mg
FoodNutrient,24473984,0.014,2003590,Vitamin B-6,mg
FoodNutrient,24473985,3.09,2003590,"Folate, total",µg
FoodNutrient,24473988,0.286,2003590,Total lipid (fat),g
FoodNutrient,24473994,0.0,2003590,Lactose,g
FoodNutrient,24473996,7.1,2003590,"Calcium, Ca",mg
FoodNutrient,24474236,0.086,2003590,Protein,g
FoodNutrient,24474237,11.4,2003590,"Carbohydrate, by difference",g
FoodNutrient,24474240,10.3,2003590,"Sugars, Total",g
FoodNutrient,24473997,0.065,2003591,"Iron, Fe",mg
FoodNutrient,24473998,10.6,2003591,"Magnesium, Mg",mg
FoodNutrient,24474000,180.0,2003591,"Potassium, K",mg
FoodNutrient,24474001,5.23,2003591,"Sodium, Na",mg
FoodNutrient,24474002,0.032,2003591,"Zinc, Zn",mg
FoodNutrient,24474005,26.9,2003591,"Vitamin C, total ascorbic acid",mg
FoodNutrient,24474007,0.07,2003591,Thiamin,mg
FoodNutrient,24474009,0.04,2003591,Niacin,mg
FoodNutrient,24474012,0.043,2003591,Vitamin B-6,mg
FoodNutrient,24474013,29.8,2003591,"Folate, total",µg
FoodNutrient,24474016,0.325,2003591,Total lipid (fat),g
FoodNutrient,24474022,0.0,2003591,Lactose,g
FoodNutrient,24474024,12.8,2003591,"Calcium, Ca",mg
FoodNutrient,24474243,0.734,2003591,Protein,g
FoodNutrient,24474244,10.3,2003591,"Carbohydrate, by difference",g
FoodNutrient,24474247,8.28,2003591,"Sugars, Total",g
FoodNutrient,24473913,0.041,2003592,"Iron, Fe",mg
FoodNutrient,24473914,7.87,2003592,"Magnesium, Mg",mg
FoodNutrient,24473916,49.8,2003592,"Potassium, K",mg
FoodNutrient,24473917,4.02,2003592,"Sodium, Na",mg
FoodNutrient,24473918,0.057,2003592,"Zinc, Zn",mg
FoodNutrient,24473921,45.6,2003592,"Vitamin C, total ascorbic acid",mg
FoodNutrient,24473923,0.026,2003592,Thiamin,mg
FoodNutrient,24473925,0.016,2003592,Niacin,mg
FoodNutrient,24473928,0.039,2003592,Vitamin B-6,mg
FoodNutrient,24473929,0.664,2003592,"Folate, total",µg
FoodNutrient,24473932,0.288,2003592,Total lipid (fat),g
FoodNutrient,24473938,0.0,2003592,Lactose,g
FoodNutrient,24473940,9.74,2003592,"Calcium, Ca",mg
FoodNutrient,24474250,0.258,2003592,Protein,g
FoodNutrient,24474251,15.6,2003592,"Carbohydrate, by difference",g
FoodNutrient,24474254,14.0,2003592,"Sugars, Total",g
FoodNutrient,24473941,0.119,2003593,"Iron, Fe",mg
FoodNutrient,24473942,4.27,2003593,"Magnesium, Mg",mg
FoodNutrient,24473944,49.0,2003593,"Potassium, K",mg
FoodNutrient,24473945,7.19,2003593,"Sodium, Na",mg
FoodNutrient,24473946,0.018,2003593,"Zinc, Zn",mg
FoodNutrient,24473949,55.2,2003593,"Vitamin C, total ascorbic acid",mg
FoodNutrient,24473951,0.0,2003593,Thiamin,mg
FoodNutrient,24473953,0.006,2003593,Niacin,mg
FoodNutrient,24473956,0.014,2003593,Vitamin B-6,mg
FoodNutrient,24473957,1.73,2003593,"Folate, total",µg
FoodNutrient,24473960,0.265,2003593,Total lipid (fat),g
FoodNutrient,24473966,0.0,2003593,Lactose,g
